cds_code,name,district,county,county_code,street,city,zip,phone,website,latitude,longitude,grade_low,grade_high,grade_source,level,total_enrollment,k8_enrollment,teachers_ft,teachers_pt,student_teacher_ratio,grades_used,school_shape,is_selectable,is_virtual,sector,status,grade_span_raw,slug
43695186916357,Los Altos Christian Schools,Los Altos Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,136,136,18,6,5.7,9,established,True,False,private,Active,K-8,los-altos-christian-schools-santa-clara
43696416135248,Lydian Academy,Palo Alto Unified,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,72,20,44,6,1.4,7,established,True,False,private,Active,6-12,lydian-academy-santa-clara
43694196159701,Mandarin Academy,Cupertino Union,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,22,22,1,7,2.8,6,established,True,False,private,Active,K-5,mandarin-academy-santa-clara
43695186173082,Masterminds Academy,Los Altos Elementary,Santa Clara,43,,,,,,,,0,1,PSA enrollment by grade,elementary,6,6,2,1,2.0,2,micro,True,False,private,Active,K-1,masterminds-academy-santa-clara
43733876133409,Merryhill School,Milpitas Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,536,536,67,0,8.0,9,established,True,False,private,Active,K-8,merryhill-school-santa-clara
43695186979355,Miramonte Christian School,Los Altos Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,70,70,6,0,11.7,8,established,True,False,private,Active,K-8,miramonte-christian-school-santa-clara
43696747090608,Monticello Academy,Santa Clara Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,353,353,40,1,8.6,9,established,True,False,private,Active,K-8,monticello-academy-santa-clara
43694016979363,Morgan Autism Center,Campbell Union High,Santa Clara,43,,,,,,,,1,12,PSA enrollment by grade,k12,62,25,9,0,6.9,11,established,True,False,private,Active,1-12,morgan-autism-center-santa-clara
43693696979371,Most Holy Trinity School,Alum Rock Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,189,189,10,0,18.9,9,established,True,False,private,Active,K-8,most-holy-trinity-school-santa-clara
43693776147821,Munchkin Academy and Advancing Minds,Berryessa Union Elementary,Santa Clara,43,,,,,,,,2,10,PSA enrollment by grade,k12,6,5,2,2,1.5,4,micro,True,False,private,Active,2-10,munchkin-academy-and-advancing-minds-santa-clara
43696747105125,North Valley Baptist School,Santa Clara Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,171,120,14,3,10.1,13,established,True,False,private,Active,K-12,north-valley-baptist-school-santa-clara
43696256170443,Oakland American School,Oak Grove Elementary,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,83,26,0,7,11.9,11,established,True,False,private,Active,K-12,oakland-american-school-santa-clara
43695837099948,Oakwood,Morgan Hill Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,566,396,60,2,9.1,13,established,True,False,private,Active,K-12,oakwood-santa-clara
43693936991384,Old Orchard School,Campbell Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,181,181,19,4,7.9,9,established,True,False,private,Active,K-8,old-orchard-school-santa-clara
43696666147953,One World Montessori School,San Jose Unified,Santa Clara,43,,,,,,,,1,5,PSA enrollment by grade,elementary,27,27,4,0,6.8,5,micro,True,False,private,Active,1-5,one-world-montessori-school-santa-clara
43696666158869,Orion Montessori School,San Jose Unified,Santa Clara,43,,,,,,,,0,6,PSA enrollment by grade,elementary,13,13,3,1,3.2,6,micro,True,False,private,Active,K-6,orion-montessori-school-santa-clara
43696666133029,Our Lady of Grace,San Jose Unified,Santa Clara,43,,,,,,,,6,8,PSA enrollment by grade,middle,43,43,6,2,5.4,3,established,True,False,private,Active,6-8,our-lady-of-grace-santa-clara
43693936953418,Pacific Autism Center for Education - Pruneridge Campus,Campbell Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,35,35,6,0,5.8,9,micro,True,False,private,Active,K-8,pacific-autism-center-for-education-pruneridge-campus-santa-clara
43694686167688,Pacific Autism Center for Education - San Aleso Campus,Fremont Union High,Santa Clara,43,,,,,,,,8,12,PSA enrollment by grade,middle_high,41,4,6,0,6.8,5,micro,True,False,private,Active,8-12,pacific-autism-center-for-education-san-aleso-campus-santa-clara
43696666130405,Pacific Autism Center for Education - Sunny Days Campus,San Jose Unified,Santa Clara,43,,,,,,,,0,0,PSA enrollment by grade,elementary,6,6,2,0,3.0,1,homeschool_shaped,False,False,private,Active,K-K,pacific-autism-center-for-education-sunny-days-campus-santa-clara
43694847090301,Pacific Point Christian Schools,Gilroy Unified,Santa Clara,43,,,,,,,,0,11,PSA enrollment by grade,k12,251,241,21,1,11.4,12,established,True,False,private,Active,K-11,pacific-point-christian-schools-santa-clara
43696097002322,Palo Alto Preparatory School,Mountain View-Los Altos Union High,Santa Clara,43,,,,,,,,8,12,PSA enrollment by grade,middle_high,45,2,9,0,5.0,5,established,True,False,private,Active,8-12,palo-alto-preparatory-school-santa-clara
43694276139869,Peach Blossom School,East Side Union High,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,96,61,82,0,1.2,13,established,True,False,private,Active,K-12,peach-blossom-school-santa-clara
43696666997944,Pine Hill School (Second Start Learning Disabilities),San Jose Unified,Santa Clara,43,,,,,,,,2,12,PSA enrollment by grade,k12,50,19,8,0,6.2,10,established,True,False,private,Active,2-12,pine-hill-school-second-start-learning-disabilities-santa-clara
43695186913610,Pinewood Private–Lower Campus,Los Altos Elementary,Santa Clara,43,,,,,,,,0,2,PSA enrollment by grade,elementary,130,130,17,0,7.6,3,established,True,False,private,Active,K-2,pinewood-privatelower-campus-santa-clara
43695186979413,Pinewood Private–Middle Campus,Los Altos Elementary,Santa Clara,43,,,,,,,,3,6,PSA enrollment by grade,elementary,181,181,16,1,10.6,4,established,True,False,private,Active,3-6,pinewood-privatemiddle-campus-santa-clara
43696416999585,Pinewood Private–Upper Campus,Palo Alto Unified,Santa Clara,43,,,,,,,,7,12,PSA enrollment by grade,middle_high,299,112,44,5,6.1,6,established,True,False,private,Active,7-12,pinewood-privateupper-campus-santa-clara
43693937014319,Pioneer Family Home School,Campbell Union,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,50,40,32,0,1.6,13,established,True,False,private,Active,K-12,pioneer-family-home-school-santa-clara
43694196979421,Queen of Apostles School,Cupertino Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,227,227,15,8,9.9,9,established,True,False,private,Active,K-8,queen-of-apostles-school-santa-clara
43694016159636,RENAISSANCE LEARNER ACADEMY,Campbell Union High,Santa Clara,43,,,,,,,,8,10,PSA enrollment by grade,middle_high,6,2,2,0,3.0,3,homeschool_shaped,False,False,private,Active,8-10,renaissance-learner-academy-santa-clara
43696746140768,RISE Academy,Santa Clara Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,213,157,25,8,6.5,13,established,True,False,private,Active,K-12,rise-academy-santa-clara
43694196171508,"RISE, dba Rossinca Academy",Cupertino Union,Santa Clara,43,,,,,,,,0,4,PSA enrollment by grade,elementary,30,30,0,4,7.5,5,micro,True,False,private,Active,K-4,rise-dba-rossinca-academy-santa-clara
43695836165344,Regina Angelorum Academy,Morgan Hill Unified,Santa Clara,43,,,,,,,,3,11,PSA enrollment by grade,middle_high,7,5,1,0,7.0,7,homeschool_shaped,False,False,private,Active,3-11,regina-angelorum-academy-santa-clara
43696666173835,Rising Star Sped Academy - Solaris,San Jose Unified,Santa Clara,43,,,,,,,,4,12,PSA enrollment by grade,middle_high,25,8,3,0,8.3,9,micro,True,False,private,Active,4-12,rising-star-sped-academy-solaris-santa-clara
43696176169502,Rising Star Sped Academy- Polaris Branch,Mount Pleasant Elementary,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,64,48,10,0,6.4,13,established,True,False,private,Active,K-12,rising-star-sped-academy-polaris-branch-santa-clara
43696416173710,Robin Academy,Palo Alto Unified,Santa Clara,43,,,,,,,,1,12,PSA enrollment by grade,k12,135,111,11,0,12.3,12,established,True,False,private,Active,1-12,robin-academy-santa-clara
43693936154686,S.A.G.E Academy,Campbell Union,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,27,24,3,3,4.5,11,micro,True,False,private,Active,K-12,s-a-g-e-academy-santa-clara
43696667104110,Sacred Heart Nativity School,San Jose Unified,Santa Clara,43,,,,,,,,6,8,PSA enrollment by grade,middle,43,43,6,2,5.4,3,established,True,False,private,Active,6-8,sacred-heart-nativity-school-santa-clara
43696826979462,Sacred Heart School,Saratoga Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,230,230,17,0,13.5,9,established,True,False,private,Active,K-8,sacred-heart-school-santa-clara
43696826980387,Saint Andrew's Episcopal School,Saratoga Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,416,416,45,1,9.0,9,established,True,False,private,Active,K-8,saint-andrew-s-episcopal-school-santa-clara
43694196980239,Saint Simon Parish School,Cupertino Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,494,494,25,5,16.5,9,established,True,False,private,Active,K-8,saint-simon-parish-school-santa-clara
43693936914956,San Jose Christian School,Campbell Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,150,150,14,4,8.3,9,established,True,False,private,Active,K-8,san-jose-christian-school-santa-clara-6914956
43694506158943,San Jose Christian School,Franklin-McKinley Elementary,Santa Clara,43,,,,,,,,4,12,PSA enrollment by grade,middle_high,18,8,2,0,9.0,8,micro,True,False,private,Active,4-12,san-jose-christian-school-santa-clara-6158943
43693936908198,San Jose Montessori School,Campbell Union,Santa Clara,43,,,,,,,,0,0,PSA enrollment by grade,elementary,6,6,3,3,1.0,1,micro,True,False,private,Active,K-K,san-jose-montessori-school-santa-clara
43696416152292,Sand Hill School,Palo Alto Unified,Santa Clara,43,,,,,,,,2,8,PSA enrollment by grade,k8,55,55,22,0,2.5,7,established,True,False,private,Active,2-8,sand-hill-school-santa-clara
43696747089618,Santa Clara Christian,Santa Clara Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,68,68,8,2,6.8,6,established,True,False,private,Active,K-5,santa-clara-christian-santa-clara
43694357008956,Scholars Academy,Evergreen Elementary,Santa Clara,43,,,,,,,,0,3,PSA enrollment by grade,elementary,26,26,0,5,5.2,4,micro,True,False,private,Active,K-3,scholars-academy-santa-clara
43696906205074,Silicon Valley Academy,Sunnyvale,Santa Clara,43,,,,,,,,0,9,PSA enrollment by grade,k12,199,197,29,3,6.2,10,established,True,False,private,Active,K-9,silicon-valley-academy-santa-clara
43696417082472,Silicon Valley International School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,660,582,98,6,6.3,13,established,True,False,private,Active,K-12,silicon-valley-international-school-santa-clara
43696746162937,Silicon Valley Kids in Action,Santa Clara Unified,Santa Clara,43,,,,,,,,0,1,PSA enrollment by grade,elementary,14,14,2,1,4.7,2,micro,True,False,private,Active,K-1,silicon-valley-kids-in-action-santa-clara
43696666130389,Spectrum Center Schools and Programs,San Jose Unified,Santa Clara,43,,,,,,,,1,12,PSA enrollment by grade,k12,47,21,6,0,7.8,11,micro,True,False,private,Active,1-12,spectrum-center-schools-and-programs-santa-clara
43693936144349,Springbridge International School,Campbell Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,139,139,18,5,6.0,9,established,True,False,private,Active,K-8,springbridge-international-school-santa-clara
43695916980478,St Joseph Catholic School,Mountain View Whisman,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,126,126,7,1,15.8,9,established,True,False,private,Active,K-8,st-joseph-catholic-school-santa-clara
43695836980403,St. Catherine Elementary,Morgan Hill Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,304,304,13,0,23.4,9,established,True,False,private,Active,K-8,st-catherine-elementary-santa-clara
43696666980411,St. Christopher Catholic School,San Jose Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,519,519,26,6,16.2,9,established,True,False,private,Active,K-8,st-christopher-catholic-school-santa-clara
43696746980429,St. Clare Elementary,Santa Clara Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,185,185,9,1,18.5,9,established,True,False,private,Active,K-8,st-clare-elementary-santa-clara
43696416979470,St. Elizabeth Seton,Palo Alto Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,179,179,11,2,13.8,9,established,True,False,private,Active,K-8,st-elizabeth-seton-santa-clara
43693856980445,St. Frances Cabrini Elementary School,Cambrian,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,339,339,23,1,14.1,9,established,True,False,private,Active,K-8,st-frances-cabrini-elementary-school-santa-clara
43693696980452,St. John Vianney School,Alum Rock Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,344,344,19,3,15.6,9,established,True,False,private,Active,K-8,st-john-vianney-school-santa-clara
43733877028806,St. John the Baptist Catholic,Milpitas Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,195,195,11,0,17.7,9,established,True,False,private,Active,K-8,st-john-the-baptist-catholic-santa-clara
43694196980460,St. Joseph Cupertino,Cupertino Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,78,78,8,2,7.8,9,established,True,False,private,Active,K-8,st-joseph-cupertino-santa-clara
43696746980494,St. Justin,Santa Clara Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,148,148,9,5,10.6,9,established,True,False,private,Active,K-8,st-justin-santa-clara
43696746980502,St. Lawrence School,Santa Clara Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,58,58,5,3,7.2,9,established,True,False,private,Active,K-8,st-lawrence-school-santa-clara
43696666980510,St. Leo the Great School,San Jose Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,206,206,12,2,14.7,9,established,True,False,private,Active,K-8,st-leo-the-great-school-santa-clara
43693936980528,St. Lucy Parish School,Campbell Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,225,225,13,1,16.1,9,established,True,False,private,Active,K-8,st-lucy-parish-school-santa-clara
43693936980544,St. Martin of Tours School,Campbell Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,299,299,17,1,16.6,9,established,True,False,private,Active,K-8,st-martin-of-tours-school-santa-clara
43695266980551,St. Mary of the Immaculate Conception,Los Gatos Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,139,139,12,3,9.3,9,established,True,False,private,Active,K-8,st-mary-of-the-immaculate-conception-santa-clara
43694846966147,"St. Mary, Gilroy",Gilroy Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,179,179,11,3,12.8,9,established,True,False,private,Active,K-8,st-mary-gilroy-santa-clara
43695186980213,St. Nicholas Elementary,Los Altos Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,219,219,14,0,15.6,9,established,True,False,private,Active,K-8,st-nicholas-elementary-santa-clara
43696666980221,St. Patrick Elementary,San Jose Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,160,160,10,0,16.0,9,established,True,False,private,Active,K-8,st-patrick-elementary-santa-clara
43694276905178,St. Thomas More,East Side Union High,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,262,181,17,6,11.4,13,established,True,False,private,Active,K-12,st-thomas-more-santa-clara
43693776980247,St. Victor School,Berryessa Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,189,189,9,2,17.2,9,established,True,False,private,Active,K-8,st-victor-school-santa-clara
43694197102205,Starbright School,Cupertino Union,Santa Clara,43,,,,,,,,0,0,PSA enrollment by grade,elementary,10,10,1,2,3.3,1,micro,True,False,private,Active,K-K,starbright-school-santa-clara
43695756137400,Starbright School - Campbell Campus,Moreland,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,59,59,5,4,6.6,6,established,True,False,private,Active,K-5,starbright-school-campbell-campus-santa-clara
43697086168397,Stratford Belgatos Park,Union Elementary,Santa Clara,43,,,,,,,,0,1,PSA enrollment by grade,elementary,75,75,14,4,4.2,2,established,True,False,private,Active,K-1,stratford-belgatos-park-santa-clara
43733876168108,Stratford Milpitas Beresford Square,Milpitas Unified,Santa Clara,43,,,,,,,,0,1,PSA enrollment by grade,elementary,105,105,7,0,15.0,2,established,True,False,private,Active,K-1,stratford-milpitas-beresford-square-santa-clara
43733876162036,Stratford Milpitas Corning,Milpitas Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,228,228,18,0,12.7,6,established,True,False,private,Active,K-5,stratford-milpitas-corning-santa-clara
43733876152201,Stratford Milpitas Great Mall,Milpitas Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,416,416,33,0,12.6,6,established,True,False,private,Active,K-5,stratford-milpitas-great-mall-santa-clara
43695756152219,Stratford Preparatory Blackford,Moreland,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,905,666,77,3,11.3,7,established,True,False,private,Active,6-12,stratford-preparatory-blackford-santa-clara
43733876171599,Stratford Preparatory Milpitas,Milpitas Unified,Santa Clara,43,,,,,,,,6,9,PSA enrollment by grade,middle_high,227,209,21,0,10.8,4,established,True,False,private,Active,6-9,stratford-preparatory-milpitas-santa-clara
43697086132062,Stratford San Jose Middle School,Union Elementary,Santa Clara,43,,,,,,,,5,8,PSA enrollment by grade,middle,292,292,26,1,10.8,4,established,True,False,private,Active,5-8,stratford-san-jose-middle-school-santa-clara
43696416131981,Stratford School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,332,332,26,0,12.8,9,established,True,False,private,Active,K-8,stratford-school-santa-clara-6131981
43696746137681,Stratford School,Santa Clara Unified,Santa Clara,43,,,,,,,,0,2,PSA enrollment by grade,elementary,109,109,11,0,9.9,3,established,True,False,private,Active,K-2,stratford-school-santa-clara-6137681
43696746138861,Stratford School,Santa Clara Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,799,799,50,25,10.7,6,established,True,False,private,Active,K-5,stratford-school-santa-clara-6138861
43696907102759,Stratford School,Sunnyvale,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,427,427,32,0,13.3,6,established,True,False,private,Active,K-5,stratford-school-santa-clara-7102759
43695836138838,Stratford School - Morgan Hill,Morgan Hill Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,81,81,10,0,8.1,6,established,True,False,private,Active,K-5,stratford-school-morgan-hill-santa-clara
43697086203152,Stratford School Los Gatos,Union Elementary,Santa Clara,43,,,,,,,,0,4,PSA enrollment by grade,elementary,416,416,42,0,9.9,5,established,True,False,private,Active,K-4,stratford-school-los-gatos-santa-clara
43696256206015,Stratford School San Jose,Oak Grove Elementary,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,309,309,25,0,12.4,6,established,True,False,private,Active,K-5,stratford-school-san-jose-santa-clara
43696906202956,Stratford School Washington Park,Sunnyvale,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,318,318,23,15,8.4,6,established,True,False,private,Active,K-5,stratford-school-washington-park-santa-clara
43697086165633,Stratford School-Almaden,Union Elementary,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,127,127,25,5,4.2,6,established,True,False,private,Active,K-5,stratford-school-almaden-santa-clara
43696906923825,Sunnyvale Christian,Sunnyvale,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,85,85,7,1,10.6,6,established,True,False,private,Active,K-5,sunnyvale-christian-santa-clara
43694356174999,Swengel School,Evergreen Elementary,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,6,6,1,1,3.0,2,homeschool_shaped,False,False,private,Active,K-5,swengel-school-santa-clara
43693936164271,Tej Acton Academy,Campbell Union,Santa Clara,43,,,,,,,,0,6,PSA enrollment by grade,elementary,9,9,2,0,4.5,6,homeschool_shaped,False,False,private,Active,K-6,tej-acton-academy-santa-clara
43694196141170,Tessellations,Cupertino Union,Santa Clara,43,,,,,,,,0,9,PSA enrollment by grade,k12,209,208,55,0,3.8,10,established,True,False,private,Active,K-9,tessellations-santa-clara
43696250123489,The Creekside School,Oak Grove Elementary,Santa Clara,43,,,,,,,,1,12,PSA enrollment by grade,k12,29,15,6,0,4.8,10,micro,True,False,private,Active,1-12,the-creekside-school-santa-clara
43694197082738,The French American School of Silicon Valley,Cupertino Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,128,128,14,9,5.6,9,established,True,False,private,Active,K-8,the-french-american-school-of-silicon-valley-santa-clara
43696417098668,The Girls' Middle School,Palo Alto Unified,Santa Clara,43,,,,,,,,6,8,PSA enrollment by grade,middle,183,183,26,3,6.3,3,established,True,False,private,Active,6-8,the-girls-middle-school-santa-clara
43694687078421,The King's Academy,Fremont Union High,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,1424,701,58,18,18.7,13,established,True,False,private,Active,K-12,the-king-s-academy-santa-clara
43696416170344,The VR School,Palo Alto Unified,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,462,108,12,16,16.5,7,established,True,False,private,Active,6-12,the-vr-school-santa-clara
43696666174650,Time4learning,San Jose Unified,Santa Clara,43,,,,,,,,0,9,PSA enrollment by grade,k12,20,18,20,20,0.5,10,established,True,False,private,Active,K-9,time4learning-santa-clara
43696416144166,Tru,Palo Alto Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,34,34,4,1,6.8,6,micro,True,False,private,Active,K-5,tru-santa-clara
43695756135321,Trust Primary School,Moreland,Santa Clara,43,,,,,,,,0,6,PSA enrollment by grade,elementary,98,98,6,7,7.5,7,established,True,False,private,Active,K-6,trust-primary-school-santa-clara
43696746172415,Uncommonly Awesome Learning Lab,Santa Clara Unified,Santa Clara,43,,,,,,,,3,8,PSA enrollment by grade,middle,8,8,2,0,4.0,5,homeschool_shaped,False,False,private,Active,3-8,uncommonly-awesome-learning-lab-santa-clara
43696416175574,VR School of AI,Palo Alto Unified,Santa Clara,43,,,,,,,,1,12,PSA enrollment by grade,k12,630,310,12,42,11.7,12,established,True,False,private,Active,1-12,vr-school-of-ai-santa-clara
43693936167233,Valley Christian Elementary School,Campbell Union,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,451,451,29,7,12.5,6,established,True,False,private,Active,K-5,valley-christian-elementary-school-santa-clara
43694506980312,Valley Christian Junior High,Franklin-McKinley Elementary,Santa Clara,43,,,,,,,,6,8,PSA enrollment by grade,middle,691,691,35,2,18.7,3,established,True,False,private,Active,6-8,valley-christian-junior-high-santa-clara
43695186142145,Ventana School,Los Altos Elementary,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,105,105,29,0,3.6,6,established,True,False,private,Active,K-5,ventana-school-santa-clara
43697086904932,Venture Christian Academy,Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,251,251,25,5,8.4,9,established,True,False,private,Active,K-8,venture-christian-academy-santa-clara
43696096150684,Waldorf School Of the Peninsula,Mountain View-Los Altos Union High,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,218,161,36,25,3.6,13,established,True,False,private,Active,K-12,waldorf-school-of-the-peninsula-santa-clara-6150684
43695186955967,Waldorf School of the Peninsula,Los Altos Elementary,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,228,171,36,25,3.7,13,established,True,False,private,Active,K-12,waldorf-school-of-the-peninsula-santa-clara-6955967
43694506163315,Wavemakers Academy,Franklin-McKinley Elementary,Santa Clara,43,,,,,,,,6,8,PSA enrollment by grade,middle,15,15,2,2,3.8,3,micro,True,False,private,Active,6-8,wavemakers-academy-santa-clara
43695266916977,Yavneh Day School,Los Gatos Union Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,122,122,17,4,5.8,9,established,True,False,private,Active,K-8,yavneh-day-school-santa-clara
43695916204135,Yew Chung International of Silicon Vally,Mountain View Whisman,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,137,137,20,1,6.5,8,established,True,False,private,Active,K-8,yew-chung-international-of-silicon-vally-santa-clara
48705816174031,2nd Chance AI-STEM Academy,Vallejo City Unified,Solano,48,,,,,,,,0,12,PSA enrollment by grade,k12,6,4,2,0,3.0,6,homeschool_shaped,False,False,private,Active,K-12,2nd-chance-ai-stem-academy-solano
48705736164958,Above and Beyond Kindergarten,Vacaville Unified,Solano,48,,,,,,,,0,0,PSA enrollment by grade,elementary,18,18,1,2,6.0,1,micro,True,False,private,Active,K-K,above-and-beyond-kindergarten-solano
48705816173850,Apologia Classical Academy,Vallejo City Unified,Solano,48,,,,,,,,4,12,PSA enrollment by grade,middle_high,6,4,1,0,6.0,4,homeschool_shaped,False,False,private,Active,4-12,apologia-classical-academy-solano
48705736166300,Bartsch's School of Art,Vacaville Unified,Solano,48,,,,,,,,1,11,PSA enrollment by grade,k12,6,4,1,0,6.0,5,homeschool_shaped,False,False,private,Active,1-11,bartsch-s-school-of-art-solano
48705737081938,Bethany Lutheran,Vacaville Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,99,99,9,2,9.0,9,established,True,False,private,Active,K-8,bethany-lutheran-solano
48705736166268,Centurion Christian Classical School,Vacaville Unified,Solano,48,,,,,,,,0,7,PSA enrollment by grade,k8,65,65,6,9,4.3,8,established,True,False,private,Active,K-7,centurion-christian-classical-school-solano
48705406139497,Fairfield Christian School,Fairfield-Suisun Unified,Solano,48,,,,,,,,0,12,PSA enrollment by grade,k12,92,81,9,1,9.2,13,established,True,False,private,Active,K-12,fairfield-christian-school-solano
48705406982037,Holy Spirit School,Fairfield-Suisun Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,290,290,15,3,16.1,9,established,True,False,private,Active,K-8,holy-spirit-school-solano
48705326173728,Kadiant LLC - Dixon Campus,Dixon Unified,Solano,48,,,,,,,,1,6,PSA enrollment by grade,elementary,6,6,2,0,3.0,4,homeschool_shaped,False,False,private,Active,1-6,kadiant-llc-dixon-campus-solano
48705816166177,Life and Truth Academy,Vallejo City Unified,Solano,48,,,,,,,,0,12,PSA enrollment by grade,k12,8,4,1,0,8.0,6,homeschool_shaped,False,False,private,Active,K-12,life-and-truth-academy-solano
48705327078066,Neighborhood Christian School,Dixon Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,59,59,5,2,8.4,9,established,True,False,private,Active,K-8,neighborhood-christian-school-solano
48705816921258,North Hills Christian School,Vallejo City Unified,Solano,48,,,,,,,,0,12,PSA enrollment by grade,k12,332,292,20,3,14.4,13,established,True,False,private,Active,K-12,north-hills-christian-school-solano
48705737023005,Notre Dame School,Vacaville Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,298,298,10,5,19.9,9,established,True,False,private,Active,K-8,notre-dame-school-solano
48705656152433,P3 ACADEMY SCHOOLS,Travis Unified,Solano,48,,,,,,,,0,4,PSA enrollment by grade,elementary,13,13,4,2,2.2,5,micro,True,False,private,Active,K-4,p3-academy-schools-solano
48705816172563,Rising Star Sped Academy - Vega,Vallejo City Unified,Solano,48,,,,,,,,0,12,PSA enrollment by grade,k12,80,52,8,0,10.0,13,established,True,False,private,Active,K-12,rising-star-sped-academy-vega-solano
48705406204887,Sierra School of Solano,Fairfield-Suisun Unified,Solano,48,,,,,,,,2,12,PSA enrollment by grade,k12,40,21,6,0,6.7,11,micro,True,False,private,Active,2-12,sierra-school-of-solano-solano
