cds_code,name,district,county,county_code,street,city,zip,phone,website,latitude,longitude,grade_low,grade_high,grade_source,level,total_enrollment,k8_enrollment,teachers_ft,teachers_pt,student_teacher_ratio,grades_used,school_shape,is_selectable,is_virtual,sector,status,grade_span_raw,slug
41690476148084,Fusion Academy San Mateo-Foster City,San Mateo Union High,San Mateo,41,,,,,,,,6,12,PSA enrollment by grade,middle_high,14,3,8,4,1.2,6,established,True,False,private,Active,6-12,fusion-academy-san-mateo-foster-city-san-mateo
41690396155329,Genius Learning,San Mateo-Foster City,San Mateo,41,,,,,,,,0,1,PSA enrollment by grade,elementary,20,20,2,0,10.0,2,micro,True,False,private,Active,K-1,genius-learning-san-mateo
41689326978621,Good Shepherd School,Pacifica,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,238,238,10,5,15.9,9,established,True,False,private,Active,K-8,good-shepherd-school-san-mateo
41689166174759,Gravitas,Jefferson Elementary,San Mateo,41,,,,,,,,0,5,PSA enrollment by grade,elementary,6,6,1,0,6.0,6,homeschool_shaped,False,False,private,Active,K-5,gravitas-san-mateo
41690056168868,Harper School,Redwood City Elementary,San Mateo,41,,,,,,,,0,2,PSA enrollment by grade,elementary,19,19,3,1,4.8,3,micro,True,False,private,Active,K-2,harper-school-san-mateo
41690136990865,Highlands Christian Schools,San Bruno Park Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,283,283,20,0,14.2,9,established,True,False,private,Active,K-8,highlands-christian-schools-san-mateo
41689166978647,Hilldale School,Jefferson Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,158,158,17,1,8.8,9,established,True,False,private,Active,K-8,hilldale-school-san-mateo
41690706202816,Hillside Christian Academy,South San Francisco Unified,San Mateo,41,,,,,,,,0,9,PSA enrollment by grade,k12,22,18,5,0,4.4,10,micro,True,False,private,Active,K-9,hillside-christian-academy-san-mateo
41690057103633,Holy Family School of St. Francis Center,Redwood City Elementary,San Mateo,41,,,,,,,,3,6,PSA enrollment by grade,elementary,23,23,3,2,4.6,2,micro,True,False,private,Active,3-6,holy-family-school-of-st-francis-center-san-mateo
41688666978662,Immaculate Heart of Mary School,Belmont-Redwood Shores Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,64,64,9,4,4.9,9,established,True,False,private,Active,K-8,immaculate-heart-of-mary-school-san-mateo
41690397057433,Kids' Connection,San Mateo-Foster City,San Mateo,41,,,,,,,,0,5,PSA enrollment by grade,elementary,158,158,13,0,12.2,6,established,True,False,private,Active,K-5,kids-connection-san-mateo
41690056130009,LEARN Academy- Creative Learning Center,Redwood City Elementary,San Mateo,41,,,,,,,,3,12,PSA enrollment by grade,middle_high,43,22,6,5,3.9,10,established,True,False,private,Active,3-12,learn-academy-creative-learning-center-san-mateo
41690626940118,Menlo,Sequoia Union High,San Mateo,41,,,,,,,,6,12,PSA enrollment by grade,middle_high,820,215,90,8,8.4,7,established,True,False,private,Active,6-12,menlo-san-mateo
41690626165229,MiaPrep Online High School,Sequoia Union High,San Mateo,41,,,,,,,,7,12,PSA enrollment by grade,middle_high,709,46,11,6,41.7,6,established,True,False,private,Active,7-12,miaprep-online-high-school-san-mateo
41688666978704,Notre Dame Elementary,Belmont-Redwood Shores Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,224,224,15,3,12.4,9,established,True,False,private,Active,K-8,notre-dame-elementary-san-mateo
41690397096357,Odyssey School,San Mateo-Foster City,San Mateo,41,,,,,,,,6,8,PSA enrollment by grade,middle,55,55,7,4,5.0,3,established,True,False,private,Active,6-8,odyssey-school-san-mateo
41689996154504,Open Mind School,Ravenswood City Elementary,San Mateo,41,,,,,,,,0,12,PSA enrollment by grade,k12,32,23,4,0,8.0,10,micro,True,False,private,Active,K-12,open-mind-school-san-mateo
41688826978720,Our Lady of Angels Elementary,Burlingame Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,294,294,14,5,15.5,9,established,True,False,private,Active,K-8,our-lady-of-angels-elementary-san-mateo
41689166978738,Our Lady of Mercy Elementary,Jefferson Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,237,237,12,5,13.9,9,established,True,False,private,Active,K-8,our-lady-of-mercy-elementary-san-mateo
41690056978746,Our Lady of Mt. Carmel,Redwood City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,189,189,13,4,11.1,9,established,True,False,private,Active,K-8,our-lady-of-mt-carmel-san-mateo
41689166966139,Our Lady of Perpetual Help School,Jefferson Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,104,104,6,0,17.3,9,established,True,False,private,Active,K-8,our-lady-of-perpetual-help-school-san-mateo
41688906168561,Our Lady of the Pillar Academy,Cabrillo Unified,San Mateo,41,,,,,,,,0,7,PSA enrollment by grade,k8,26,26,4,2,4.3,8,micro,True,False,private,Active,K-7,our-lady-of-the-pillar-academy-san-mateo
41689576904122,PHILLIPS BROOKS SCHOOL,Las Lomitas Elementary,San Mateo,41,,,,,,,,0,5,PSA enrollment by grade,elementary,239,239,39,3,5.7,6,established,True,False,private,Active,K-5,phillips-brooks-school-san-mateo
41689326978506,Pacific Bay Christian School,Pacifica,San Mateo,41,,,,,,,,6,12,PSA enrollment by grade,middle_high,137,54,12,3,9.1,7,established,True,False,private,Active,6-12,pacific-bay-christian-school-san-mateo
41690396165260,Pacific Rim International Middle/High School,San Mateo-Foster City,San Mateo,41,,,,,,,,6,12,PSA enrollment by grade,middle_high,6,5,4,0,1.5,3,micro,True,False,private,Active,6-12,pacific-rim-international-middle-high-school-san-mateo
41690396132781,Pacific Rim International School,San Mateo-Foster City,San Mateo,41,,,,,,,,0,4,PSA enrollment by grade,elementary,7,7,13,0,0.5,4,established,True,False,private,Active,K-4,pacific-rim-international-school-san-mateo
41689656978753,"Peninsula School, Ltd",Menlo Park City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,172,172,28,3,5.5,9,established,True,False,private,Active,K-8,peninsula-school-ltd-san-mateo
41690056978787,Redeemer Lutheran School,Redwood City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,134,134,10,1,12.2,9,established,True,False,private,Active,K-8,redeemer-lutheran-school-san-mateo
41690626940159,"Sacred Heart Schools, Atherton",Sequoia Union High,San Mateo,41,,,,,,,,0,12,PSA enrollment by grade,k12,1129,510,161,4,6.8,13,established,True,False,private,Active,K-12,sacred-heart-schools-atherton-san-mateo
41688907093735,Sea Crest School,Cabrillo Unified,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,290,290,29,0,10.0,9,established,True,False,private,Active,K-8,sea-crest-school-san-mateo
41688666204606,Serendipity School,Belmont-Redwood Shores Elementary,San Mateo,41,,,,,,,,0,5,PSA enrollment by grade,elementary,137,137,15,2,8.1,6,established,True,False,private,Active,K-5,serendipity-school-san-mateo
41689240128827,Spectrum Center Peninsula Campus,Jefferson Union High,San Mateo,41,,,,,,,,1,12,PSA enrollment by grade,k12,39,16,6,0,6.5,10,micro,True,False,private,Active,1-12,spectrum-center-peninsula-campus-san-mateo
41690396978852,St Gregory,San Mateo-Foster City,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,304,304,12,3,20.3,9,established,True,False,private,Active,K-8,st-gregory-san-mateo
41688826978811,St. Catherine of Siena Elementary,Burlingame Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,299,299,13,4,17.6,9,established,True,False,private,Active,K-8,st-catherine-of-siena-elementary-san-mateo
41690216978829,St. Charles Elementary,San Carlos Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,251,251,12,5,14.8,9,established,True,False,private,Active,K-8,st-charles-elementary-san-mateo
41689736978837,St. Dunstan School,Millbrae Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,253,253,13,8,12.0,9,established,True,False,private,Active,K-8,st-dunstan-school-san-mateo
41690396978878,St. Matthew Catholic,San Mateo-Foster City,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,598,598,25,20,13.3,9,established,True,False,private,Active,K-8,st-matthew-catholic-san-mateo
41690056978894,St. Pius Elementary,Redwood City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,135,135,12,3,9.0,9,established,True,False,private,Active,K-8,st-pius-elementary-san-mateo
41689656978902,St. Raymond School,Menlo Park City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,230,230,26,1,8.5,9,established,True,False,private,Active,K-8,st-raymond-school-san-mateo
41690136978910,St. Robert,San Bruno Park Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,305,305,18,6,12.7,9,established,True,False,private,Active,K-8,st-robert-san-mateo
41690396978928,St. Timothy School,San Mateo-Foster City,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,161,161,10,0,16.1,9,established,True,False,private,Active,K-8,st-timothy-school-san-mateo
41690706978936,St. Veronica Catholic School,South San Francisco Unified,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,128,128,9,6,8.5,9,established,True,False,private,Active,K-8,st-veronica-catholic-school-san-mateo
41690706173934,Stag Academy,South San Francisco Unified,San Mateo,41,,,,,,,,6,8,PSA enrollment by grade,middle,26,26,0,0,,3,micro,True,False,private,Active,6-8,stag-academy-san-mateo
41690476940662,Stanbridge Academy,San Mateo Union High,San Mateo,41,,,,,,,,1,12,PSA enrollment by grade,k12,80,41,20,0,4.0,12,established,True,False,private,Active,1-12,stanbridge-academy-san-mateo
41690626133052,Stanford Online High School,Sequoia Union High,San Mateo,41,,,,,,,,7,12,PSA enrollment by grade,middle_high,467,91,61,21,5.7,6,established,True,False,private,Active,7-12,stanford-online-high-school-san-mateo
41690136149967,Stratford School Crestmoor Canyon San Bruno,San Bruno Park Elementary,San Mateo,41,,,,,,,,0,5,PSA enrollment by grade,elementary,232,232,23,0,10.1,6,established,True,False,private,Active,K-5,stratford-school-crestmoor-canyon-san-bruno-san-mateo
41690056137699,Synapse School,Redwood City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,352,352,60,4,5.5,9,established,True,False,private,Active,K-8,synapse-school-san-mateo
41690056172969,THE APEX PREPARATORY ACADEMY,Redwood City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,35,35,6,1,5.0,9,micro,True,False,private,Active,K-8,the-apex-preparatory-academy-san-mateo
41690470112995,The Avalon Academy,San Mateo Union High,San Mateo,41,,,,,,,,2,12,PSA enrollment by grade,k12,18,12,3,0,6.0,8,micro,True,False,private,Active,2-12,the-avalon-academy-san-mateo
41689087031446,The Bridge School,Hillsborough City Elementary,San Mateo,41,,,,,,,,1,5,PSA enrollment by grade,elementary,6,6,2,0,3.0,4,homeschool_shaped,False,False,private,Active,1-5,the-bridge-school-san-mateo
41690396154355,The Burkard School,San Mateo-Foster City,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,39,39,12,0,3.2,9,established,True,False,private,Active,K-8,the-burkard-school-san-mateo
41690396978597,The Carey School,San Mateo-Foster City,San Mateo,41,,,,,,,,0,5,PSA enrollment by grade,elementary,256,256,36,1,6.9,6,established,True,False,private,Active,K-5,the-carey-school-san-mateo
41104136978712,The Nueva School,San Mateo County Office of Education,San Mateo,41,,,,,,,,0,12,PSA enrollment by grade,k12,952,502,152,22,5.5,13,established,True,False,private,Active,K-12,the-nueva-school-san-mateo
41689996154363,The Primary School - East Palo Alto,Ravenswood City Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,309,309,26,3,10.7,9,established,True,False,private,Active,K-8,the-primary-school-east-palo-alto-san-mateo
41689576965602,Trinity School,Las Lomitas Elementary,San Mateo,41,,,,,,,,0,5,PSA enrollment by grade,elementary,103,103,15,0,6.9,6,established,True,False,private,Active,K-5,trinity-school-san-mateo
41690396138192,"UP ACADEMY, INC.",San Mateo-Foster City,San Mateo,41,,,,,,,,0,4,PSA enrollment by grade,elementary,25,25,3,3,4.2,5,micro,True,False,private,Active,K-4,up-academy-inc-san-mateo
41688906140800,Wilkinson School,Cabrillo Unified,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,23,23,4,1,4.6,9,micro,True,False,private,Active,K-8,wilkinson-school-san-mateo
41690136204002,Wings Learning Center,San Bruno Park Elementary,San Mateo,41,,,,,,,,4,12,PSA enrollment by grade,middle_high,23,7,4,0,5.8,9,micro,True,False,private,Active,4-12,wings-learning-center-san-mateo
41689576915185,Woodland,Las Lomitas Elementary,San Mateo,41,,,,,,,,0,8,PSA enrollment by grade,k8,290,290,42,2,6.6,9,established,True,False,private,Active,K-8,woodland-san-mateo
41690626940217,Woodside Priory,Sequoia Union High,San Mateo,41,,,,,,,,6,12,PSA enrollment by grade,middle_high,436,118,47,4,8.5,7,established,True,False,private,Active,6-12,woodside-priory-san-mateo
43696416979405,"Achieve, Inc.",Palo Alto Unified,Santa Clara,43,,,,,,,,1,12,PSA enrollment by grade,k12,46,23,9,0,5.1,12,established,True,False,private,Active,1-12,achieve-inc-santa-clara
43694276908222,AchieveKids,East Side Union High,Santa Clara,43,,,,,,,,1,12,PSA enrollment by grade,k12,36,17,6,0,6.0,11,micro,True,False,private,Active,1-12,achievekids-santa-clara
43695756998058,Action Day Elementary School,Moreland,Santa Clara,43,,,,,,,,0,4,PSA enrollment by grade,elementary,146,146,14,0,10.4,5,established,True,False,private,Active,K-4,action-day-elementary-school-santa-clara
43695756131965,Action Day Middle School,Moreland,Santa Clara,43,,,,,,,,5,8,PSA enrollment by grade,middle,116,116,11,2,8.9,4,established,True,False,private,Active,5-8,action-day-middle-school-santa-clara
43104396172886,African Ancestry Museum and Educational Center of Silicon Valley,Santa Clara County Office of Education,Santa Clara,43,,,,,,,,8,8,PSA enrollment by grade,middle,9,9,1,0,9.0,1,homeschool_shaped,False,False,private,Active,8-8,african-ancestry-museum-and-educational-center-of-silicon-valley-santa-clara
43696746171664,Akselin School,Santa Clara Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,167,71,8,24,5.2,12,established,True,False,private,Active,K-12,akselin-school-santa-clara
43696666924997,Almaden Country Day School,San Jose Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,385,385,71,2,5.3,9,established,True,False,private,Active,K-8,almaden-country-day-school-santa-clara
43696257027733,Apostles Lutheran,Oak Grove Elementary,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,220,160,17,3,11.0,13,established,True,False,private,Active,K-12,apostles-lutheran-santa-clara
43695756137665,As-Safa Institute/As-Safa Academy,Moreland,Santa Clara,43,,,,,,,,0,9,PSA enrollment by grade,k12,43,41,7,3,4.3,10,established,True,False,private,Active,K-9,as-safa-institute-as-safa-academy-santa-clara
43696416144596,Athena Academy,Palo Alto Unified,Santa Clara,43,,,,,,,,1,8,PSA enrollment by grade,k8,48,48,9,5,3.4,8,established,True,False,private,Active,1-8,athena-academy-santa-clara
43696666148225,BASIS Independent Silicon Valley,San Jose Unified,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,827,390,68,0,12.2,7,established,True,False,private,Active,6-12,basis-independent-silicon-valley-santa-clara
43696746165286,BASIS Independent Silicon Valley Lower,Santa Clara Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,438,438,46,0,9.5,6,established,True,False,private,Active,K-5,basis-independent-silicon-valley-lower-santa-clara
43696666174189,BFC Village Academy,San Jose Unified,Santa Clara,43,,,,,,,,4,10,PSA enrollment by grade,middle_high,7,5,1,0,7.0,7,homeschool_shaped,False,False,private,Active,4-10,bfc-village-academy-santa-clara
43694016940365,Beacon,Campbell Union High,Santa Clara,43,,,,,,,,7,12,PSA enrollment by grade,middle_high,24,6,3,0,8.0,6,micro,True,False,private,Active,7-12,beacon-santa-clara
43696417089956,Bowman School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,11,PSA enrollment by grade,k12,258,246,68,5,3.5,12,established,True,False,private,Active,K-11,bowman-school-santa-clara
43696746171144,Brains Academy,Santa Clara Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,131,70,4,36,3.3,11,established,True,False,private,Active,K-12,brains-academy-santa-clara
43696666141881,Calvary Christian Academy,San Jose Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,205,160,9,29,5.4,13,established,True,False,private,Active,K-12,calvary-christian-academy-santa-clara
43696666137707,Cambrian Academy,San Jose Unified,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,66,15,3,4,9.4,7,established,True,False,private,Active,6-12,cambrian-academy-santa-clara
43695756908099,Campbell Christian Schools,Moreland,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,256,256,17,6,11.1,9,established,True,False,private,Active,K-8,campbell-christian-schools-santa-clara
43695186996250,Canterbury Christian School,Los Altos Elementary,Santa Clara,43,,,,,,,,0,6,PSA enrollment by grade,elementary,88,88,8,5,6.8,7,established,True,False,private,Active,K-6,canterbury-christian-school-santa-clara
43693937104037,Canyon Heights Academy,Campbell Union,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,159,159,23,4,5.9,9,established,True,False,private,Active,K-8,canyon-heights-academy-santa-clara
43693857077639,Casa di Mir Montessori Elementary School,Cambrian,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,117,117,18,4,5.3,9,established,True,False,private,Active,K-8,casa-di-mir-montessori-elementary-school-santa-clara
43697086132054,Challenger - Harwood,Union Elementary,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,119,119,8,0,14.9,6,established,True,False,private,Active,K-5,challenger-harwood-santa-clara
43696667098270,Challenger School - Almaden,San Jose Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,232,232,16,0,14.5,9,established,True,False,private,Active,K-8,challenger-school-almaden-santa-clara
43696337098288,Challenger School - Berryessa,Orchard Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,622,622,32,0,19.4,9,established,True,False,private,Active,K-8,challenger-school-berryessa-santa-clara
43696417099344,Challenger School - Middlefield,Palo Alto Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,383,383,19,0,20.2,9,established,True,False,private,Active,K-8,challenger-school-middlefield-santa-clara
43695756142517,Challenger School - Saratoga,Moreland,Santa Clara,43,,,,,,,,0,0,PSA enrollment by grade,elementary,18,18,2,0,9.0,1,micro,True,False,private,Active,K-K,challenger-school-saratoga-santa-clara
43696256131973,Challenger School - Shawnee,Oak Grove Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,221,221,12,0,18.4,9,established,True,False,private,Active,K-8,challenger-school-shawnee-santa-clara
43695757103385,Challenger School - Strawberry Park,Moreland,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,493,493,27,0,18.3,9,established,True,False,private,Active,K-8,challenger-school-strawberry-park-santa-clara
43696907083058,Challenger School - Sunnyvale,Sunnyvale,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,355,355,21,0,16.9,9,established,True,False,private,Active,K-8,challenger-school-sunnyvale-santa-clara
43695836172340,Colossians 1:10 Academy,Morgan Hill Unified,Santa Clara,43,,,,,,,,2,11,PSA enrollment by grade,k12,6,3,1,0,6.0,5,homeschool_shaped,False,False,private,Active,2-11,colossians-1-10-academy-santa-clara
43696416148357,Cornerstone School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,1,PSA enrollment by grade,elementary,24,24,5,5,2.4,2,established,True,False,private,Active,K-1,cornerstone-school-santa-clara-6148357
43696416162663,Cornerstone School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,68,68,14,3,4.0,6,established,True,False,private,Active,K-5,cornerstone-school-santa-clara-6162663
43696746173637,Creekside Preparatory Academy,Santa Clara Unified,Santa Clara,43,,,,,,,,8,8,PSA enrollment by grade,middle,10,10,2,0,5.0,1,homeschool_shaped,False,False,private,Active,8-8,creekside-preparatory-academy-santa-clara
43695836903033,Crossroads Christian School,Morgan Hill Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,121,121,6,1,17.3,6,established,True,False,private,Active,K-5,crossroads-christian-school-santa-clara
43693937061401,DaVinci Academy of Silicon Valley,Campbell Union,Santa Clara,43,,,,,,,,0,7,PSA enrollment by grade,k8,73,73,10,3,5.6,8,established,True,False,private,Active,K-7,davinci-academy-of-silicon-valley-santa-clara
43697086170302,Delight Elementary and Middle School,Union Elementary,Santa Clara,43,,,,,,,,0,6,PSA enrollment by grade,elementary,23,23,3,3,3.8,6,micro,True,False,private,Active,K-6,delight-elementary-and-middle-school-santa-clara
43694356155568,East Valley Christian School,Evergreen Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,102,102,6,2,12.8,9,established,True,False,private,Active,K-8,east-valley-christian-school-santa-clara
43696416168504,Emerson Montessori School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,30,30,3,4,4.3,6,micro,True,False,private,Active,K-5,emerson-montessori-school-santa-clara
43696416172720,Emerson School Campus,Palo Alto Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,20,20,4,0,5.0,6,micro,True,False,private,Active,K-5,emerson-school-campus-santa-clara
43697086166599,Enlighten Kindergarten,Union Elementary,Santa Clara,43,,,,,,,,0,0,PSA enrollment by grade,elementary,20,20,2,2,5.0,1,micro,True,False,private,Active,K-K,enlighten-kindergarten-santa-clara
43696416979090,Esther B. Clark School - Palo Alto,Palo Alto Unified,Santa Clara,43,,,,,,,,1,11,PSA enrollment by grade,k12,80,66,9,0,8.9,11,established,True,False,private,Active,1-11,esther-b-clark-school-palo-alto-santa-clara
43696666154371,Esther B. Clark School San Jose,San Jose Unified,Santa Clara,43,,,,,,,,5,10,PSA enrollment by grade,middle_high,29,19,4,0,7.2,6,micro,True,False,private,Active,5-10,esther-b-clark-school-san-jose-santa-clara
43733876904791,Foothill Adventist Elementary,Milpitas Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,50,50,5,0,10.0,9,established,True,False,private,Active,K-8,foothill-adventist-elementary-santa-clara
43694196148365,Fusion Academy - Cupertino,Cupertino Union,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,44,5,15,4,2.3,7,established,True,False,private,Active,6-12,fusion-academy-cupertino-santa-clara
43695346143986,Fusion Academy Los Gatos,Los Gatos-Saratoga Union High,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,66,12,24,5,2.3,7,established,True,False,private,Active,6-12,fusion-academy-los-gatos-santa-clara
43696416150197,Fusion Academy Palo Alto,Palo Alto Unified,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,18,4,10,4,1.3,7,established,True,False,private,Active,6-12,fusion-academy-palo-alto-santa-clara
43695917102436,German International School of Silicon Valley,Mountain View Whisman,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,373,293,29,31,6.2,13,established,True,False,private,Active,K-12,german-international-school-of-silicon-valley-santa-clara
43696417072002,Gideon Hausner Jewish Day School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,326,326,39,25,5.1,9,established,True,False,private,Active,K-8,gideon-hausner-jewish-day-school-santa-clara
43696747084692,Granada Islamic,Santa Clara Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,465,401,37,11,9.7,13,established,True,False,private,Active,K-12,granada-islamic-santa-clara
43694686139802,Happy Academy,Fremont Union High,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,45,12,0,5,9.0,7,micro,True,False,private,Active,6-12,happy-academy-santa-clara
43693936983522,"Harker School, The",Campbell Union,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,1942,1147,204,11,9.0,13,established,True,False,private,Active,K-12,harker-school-the-santa-clara
43696906137657,Helios School,Sunnyvale,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,178,178,27,6,5.4,9,established,True,False,private,Active,K-8,helios-school-santa-clara
43695916174304,Helix Academy,Mountain View Whisman,Santa Clara,43,,,,,,,,0,2,PSA enrollment by grade,elementary,6,6,1,1,3.0,3,homeschool_shaped,False,False,private,Active,K-2,helix-academy-santa-clara
43695266979322,Hillbrook School,Los Gatos Union Elementary,Santa Clara,43,,,,,,,,0,11,PSA enrollment by grade,k12,473,366,72,3,6.3,12,established,True,False,private,Active,K-11,hillbrook-school-santa-clara
43696667019169,Holy Family School,San Jose Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,218,218,16,3,11.5,9,established,True,False,private,Active,K-8,holy-family-school-santa-clara
43696667101579,Holy Spirit,San Jose Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,415,415,25,0,16.6,9,established,True,False,private,Active,K-8,holy-spirit-santa-clara
43696417104755,Hope Technology,Palo Alto Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,101,66,13,4,5.9,13,established,True,False,private,Active,K-12,hope-technology-santa-clara
43696416150437,Imagination Lab School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,26,26,5,2,3.7,9,micro,True,False,private,Active,K-8,imagination-lab-school-santa-clara
43696416141899,Keys Family Day School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,320,320,44,4,6.7,9,established,True,False,private,Active,K-8,keys-family-day-school-santa-clara
43696096148548,Khan Lab School,Mountain View-Los Altos Union High,Santa Clara,43,,,,,,,,6,12,PSA enrollment by grade,middle_high,166,77,15,1,10.4,7,established,True,False,private,Active,6-12,khan-lab-school-santa-clara-6148548
43696416164305,Khan Lab School,Palo Alto Unified,Santa Clara,43,,,,,,,,0,5,PSA enrollment by grade,elementary,135,135,14,1,9.0,6,established,True,False,private,Active,K-5,khan-lab-school-santa-clara-6164305
43696170129791,Kinship Academy,Mount Pleasant Elementary,Santa Clara,43,,,,,,,,3,12,PSA enrollment by grade,middle_high,21,13,2,0,10.5,9,micro,True,False,private,Active,3-12,kinship-academy-santa-clara
43694196170922,Leadways School,Cupertino Union,Santa Clara,43,,,,,,,,0,7,PSA enrollment by grade,k8,20,20,3,3,3.3,7,micro,True,False,private,Active,K-7,leadways-school-santa-clara
43693856146724,Learning Pathways Kindergarten,Cambrian,Santa Clara,43,,,,,,,,0,0,PSA enrollment by grade,elementary,20,20,3,0,6.7,1,micro,True,False,private,Active,K-K,learning-pathways-kindergarten-santa-clara
43693856148142,Learning Springs Academy,Cambrian,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,8,8,1,1,4.0,6,homeschool_shaped,False,False,private,Active,K-8,learning-springs-academy-santa-clara
43696256137574,Legacy Christian School,Oak Grove Elementary,Santa Clara,43,,,,,,,,0,8,PSA enrollment by grade,k8,227,227,14,2,14.2,9,established,True,False,private,Active,K-8,legacy-christian-school-santa-clara
43694686143820,Legend College Preparatory,Fremont Union High,Santa Clara,43,,,,,,,,8,12,PSA enrollment by grade,middle_high,62,12,5,16,3.0,5,established,True,False,private,Active,8-12,legend-college-preparatory-santa-clara
43696746131932,Live Oak Academy,Santa Clara Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,40,27,4,40,0.9,13,established,True,False,private,Active,K-12,live-oak-academy-santa-clara
43696417084882,Living Wisdom School of Palo Alto,Palo Alto Unified,Santa Clara,43,,,,,,,,0,12,PSA enrollment by grade,k12,61,43,8,7,4.1,13,established,True,False,private,Active,K-12,living-wisdom-school-of-palo-alto-santa-clara
